,Rating,Title,Review,Review_Date
177,5.0,"Loved it, first time experiencing Stock Android without Bloatware","Pretty much everything is good, as an android phone most things remain same, refresh rate and charging speed are the top pros that I found and talking about top cons, they will surely be nothing but I think there could have been better camera quality in this budget segment.",6 May 2022
178,5.0,Beyond_Expectation,Performance: 9/10Camera: 8/10Battery: 8/10 will last for a day if you are heavy user. In power saving mode battery performance good last for 72 hrLookwise :- 10/10 Premium look as compared to other in same range,26 February 2022
179,5.0,Awesome 1+,"I have used this mobile of 8gb ram for a month. For 1+ fans, this mobile is awesome at below 25000 price, this mobile looks stylish, performance is too fast, graphics is awesome for high end games. As this mobile is a 5g mobile and if your budget is Rs20000-25000, you should buy this mobile. In box it does contain a fast charger.",23 March 2022
180,1.0,Worse phone ever,1. Phone Call problem  While making a phone call sometimes the other speakers does not hear my voice and sometimes I can't hear the other speaker. I bought on 13th May it's not even worth 5k phone.2. Touch screen isn't working well too3. Amazon has no replacement  policyPlease do not make the same mistake like I you can go for other brand. I bought this phone after reading the reviews and I got scammed. This phone doesn't deserve one star .,5 June 2022
181,2.0,Battery and camera not good.,"Battery doesn't go well throughout the day, you need to charge it twice for perfect usage.The camera is also not upto the mark comparing with other OnePlus models.",27 February 2022
182,5.0,Best smartphone,"Best smartphone by one plus1. Received my phone in just one day.2. Battery back up too good 👍3. Running all apps well, smooth4.price range is also okk5. But this phone brightness is not up to the mark. Rest all okkThanks to Amazon",1 June 2022
183,5.0,"Well rounded, solid phone","This phone feels like a solid product. The OS is nice and clean (Im coming from stock Android). The charging speed is amazing. The screen bright, smooth and responsive. Cameras decent. Inscreen finger print sensor is fast. Well balanced weight.",1 March 2022
184,5.0,Superb phone with not so superb camera!,*Positives*- The size is perfect. Those 6.67 inches is too big to hold.- light weight- amoled- ambient display- in display fingerprint- processor- 5g- built in Alexa- look and feel- design- 67 watt charging- camera designNegatives- Camera is not that good. I exchange this for poco X2 which has a lot lot better camera than this.,15 April 2022
185,3.0,A great but health Hazard phone-Not Remended for Purchase,1) Best Camara2) Wow quality Screen3) Easy to Use4) Good loud Sound quality5) Looks wise 👌This phone 📱 is health hazard which releases more frequencies as recommended.So not recommended to purchase,17 April 2022
186,4.0,Good but not up to the mark,"Good phone. But camera is average like 16000/- phone. Thay given mono speaker, in this price range we can get Dolby on other phone. Any way performance is good. Very fast like blink of your eyes. But much over priced. It should come in 22k to 23k range.",4 March 2022
187,1.0,Don't buy,If you are one plus fan then just to remind you this is like their first copyIt would have been better to buy redmi or oppo plus in this amountOne plus is one Plus only when mobile cost is 35+Not in this amountDon't buy,14 April 2022
188,3.0,Costly as compare the specifications,"On the name of Oneplus brand it's nothing but useless mobile, camera is average, funtouch OS as usual not upto mark, it's better u can opt for IOOQ if u want fast performer mobile.. Vivo is just making us fool by promoting same configuration with one plus.",6 March 2022
189,4.0,Battery backup is bad 😞,"The media could not be loaded.
                



 I am gamer who is playing mostly all the games in mobile phone like bgmi Minecraft etc in 15 k segment phones it's pretty good to get upgrade in this if you are a gamer just remember it's battery not last much long and rest is great camera is good. On a 100 %charge if you play  bgmi it take your phone to 40 % in just 3-4 games I am a bgmi player for 3 years now and I haven't seen this much battery loss in just 3 games . Rest of the features of the phone are great like finger print sensor is fast and camera is also great 👍",13 June 2022
190,5.0,Excellent phone,Phone - ExcellentCamera - ExcellentBattery - GoodNegativeOnly problem with one plus is it's accessory. In case you lost its adapter or cable it's next to impossible to buy the original. Coz from one plus online store it's quite impossible to buy and in one plus stores it's always showing not available. One plus need to improve for availablility of accessories.,27 April 2022
